Nom;Region;Description;Localisation;DistFromParis;DistFromParisAutoroute;TimeFromParis;PéageFromParis;PéageFromParis2;MareeDesc;OrientationDesc;Long;Lat;Windfinder;Windguru;Meteo France;MeteoConsult;AlloSurf;Merteo;Temp eau;Maree;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Ouistreham;;Les vents de nords sont les meilleurs souvent additionnés à une brise thermique.;De Caen prendre la 4 voie direction Ouistreham car ferry suivre cette indication puis casino ou vous trouverez un parking.<br />Le parking est à coté de la plage.;233;205;150;;;;;0;49;http://www.windfinder.com/forecast/ouistreham;http://www.windguru.cz/fr/index.php?sc=163&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/ouistreham/14150;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-ouistreham-471-0.php;;http://www.merteo.fr/?spot=2126;http://www.meteocity.com/france/plage/port-en-bessin-huppain_p14515/;http://maree.info/25;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Madrague;;Spot de sable.;De Hyeres prendre diréction Giens par la route du sel. Zone de kite  indiqué.;860;851;490;;;;;0;49;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Bergerie;;En théorie, dans ces conditions, il faut aller sur la plage des salins…<br />Interdit durant l'été.;Entre Hyeres et Giens.;860;851;490;;;;Lorsque le vent est d'Est : Interdit durant l'été.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Salins;;Spot officiel de l'Alamanarre par vent d'Est.<br /><br />En revanche, c'est un peu excentré, et le parking est à 50m …;Après l'aeroport de Hyeres, en ayant la mer à votre droite, il faut traverser le petit village et son port, pour prendre le 1er parking à droite.;860;851;490;;;;Spot officiel de l'Almanarre en Est.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Madrague;;Spot de sable.;De Hyeres prendre diréction Giens par la route du sel. Zone de kite  indiqué.;860;851;490;;;;;0;49;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Bergerie;;En théorie, dans ces conditions, il faut aller sur la plage des salins…<br />Interdit durant l'été.;Entre Hyeres et Giens.;860;851;490;;;;Lorsque le vent est d'Est : Interdit durant l'été.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Salins;;Spot officiel de l'Alamanarre par vent d'Est.<br /><br />En revanche, c'est un peu excentré, et le parking est à 50m …;Après l'aeroport de Hyeres, en ayant la mer à votre droite, il faut traverser le petit village et son port, pour prendre le 1er parking à droite.;860;851;490;;;;Spot officiel de l'Almanarre en Est.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Madrague;;Spot de sable.;De Hyeres prendre diréction Giens par la route du sel. Zone de kite  indiqué.;860;851;490;;;;;0;49;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Bergerie;;En théorie, dans ces conditions, il faut aller sur la plage des salins…<br />Interdit durant l'été.;Entre Hyeres et Giens.;860;851;490;;;;Lorsque le vent est d'Est : Interdit durant l'été.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Almanarre - Salins;;Spot officiel de l'Alamanarre par vent d'Est.<br /><br />En revanche, c'est un peu excentré, et le parking est à 50m …;Après l'aeroport de Hyeres, en ayant la mer à votre droite, il faut traverser le petit village et son port, pour prendre le 1er parking à droite.;860;851;490;;;;Spot officiel de l'Almanarre en Est.;6;43;http://www.windfinder.com/forecast/hyeres_almanarre;http://www.windguru.cz/fr/index.php?sc=14&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/hyeres/83400;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-almanarre-5391-0.php;;http://www.merteo.fr/?spot=1223;http://www.meteocity.com/france/hyeres_v83069/;;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Wissant ;;Effet venturi par sud-ouest.<br />plage de sable.<br />Vagues présentes par sud-ouest<br />Super en Sud-Ouest et en Nord Est <br />Inconvénients<br /><ul><li>Courants</li><li>Fréquenté avec peu de places de parking</li>Très clapoteux et technique par vent fort</li><li>La mer est loin à marée basse.</li></ul>.<br />Par nord-est, c’est le plus souvent freeride ou slalom. Le vent n’y est pas accéléré par le cap comme par sud-ouest. On bénéficie d’un petit thermique en été mais ça reste assez léger. Par nord-est, des conditions plus light que prévues par la météo.<br /><br /><b>Attention à la marée descendante</b> où le courant est dans le même sens que le vent. On est toujours obligé de caper pour ne pas avoir à remonter la plage à pied.<br />Quand le vent est fort, ca cartonne vraiment, les vagues sont imposantes et la barre devient vite très compliquée à passer. Sans parler du courant, qui atteint des vitesses record !;Prenez la sortie Wissant sur l’autoroute A16 entre Boulogne et Calais. Deux itinéraires sont possibles selon votre lieu de départ : A1 vers Calais ou A16 vers Boulogne. Après la sortie c’est fléché et il faut 10 minutes pour rejoindre la plage une fois sortie de l’autoroute.<br />Dès que l’on arrive en vue du remblai de la plage, il faut prendre à droite une rue réservée aux riverains pour arriver sur un parking.;280;263;165;;;;;1;50;http://www.windfinder.com/forecast/wissant;http://www.windguru.cz/fr/index.php?sc=110&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/wissant/62179;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-wissant-298-0.php;;http://www.merteo.fr/?spot=2157;http://www.meteocity.com/france/plage/wissant_p62899/;http://maree.info/6;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Wimereux;;Il n'y pas de de plage à marée haute. <br />Attention aussi aux zones Rocheuses au sud (fort de Croix) et au nord de la Plage.<br />Attention plage interdite au kitesurf en pleine saison (Juillet-Aoùt).;En arrivant par l'autoroute A16 sortir à Wimereux sud et à l'entrée de la ville, suivre les indications "Centre Régional de voile", "Digue de mer". Possibilités de se garer sur des places de parking face à la mer ou à proximité du club nautique. ;265;252;167;;;;;1;50;http://www.windfinder.com/forecast/wimereux;http://www.windguru.cz/fr/index.php?sc=48354&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/wimereux/62930;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-wimereux-4-0.php;;http://www.merteo.fr/?spot=2153;http://www.meteocity.com/france/plage/wissant_p62899/;http://maree.info/7;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Boulogne sur mer;;Par vent de SO le vent vient du port = raffaleux, mais le spot est protégé par un grand brise-lame, le plan d'eau est plat. <br />Plage de sable.<br />Lieu de repli quand les conditions sont trop difficiles;Prendre l’A16 et quitter l’autoroute à la sortie 32 : Boulogne-Nord, Wimereux-Sud, Nausicaa.<br /> Suivre les indications Nausicaa et Boulogne et vous arriverez en vue de la rade.<br /> La plage est juste avant le centre Nausicaa.;265;252;163;;;;;1;50;http://www.windfinder.com/forecast/boulogne;http://www.windguru.cz/fr/index.php?sc=108996&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/boulogne-sur-mer/62200;http://marine.meteoconsult.fr/meteo-marine/meteo-abords-du-port/manche/previsions-meteo-boulogne-sur-mer-287-0.php;;http://www.merteo.fr/?spot=2165;http://www.meteocity.com/france/plage/wissant_p62899/;http://maree.info/7;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Le portel;;Par vent de nord et nord-est le spot est relativement plat et donc conseillé pour les débutants, en revanche lors d'un secteur sud-ouest, de force 6 ou plus la mer devient particulièrement mêler à cause d'une digue, cependant cette zone est encore praticable mais il est préférable d'être un pratiquant autonome !;Voisin de Boulogne-sur-mer;261;235;172;;;;;1;50;http://www.windfinder.com/forecast/le_portel;http://www.windguru.cz/fr/index.php?sc=109010&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/le-portel/62480;http://marine.meteoconsult.fr/meteo-marine/meteo-plage/bassin-par-defaut/previsions-meteo-plage-du-portel-691-0.php;;http://www.merteo.fr/?spot=2411;http://www.meteocity.com/france/plage/berck_p62108/;http://maree.info/7;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Touquet/La baie de la Canche ;;La baie de la canche située au Touquet est un pur spot de vitesse.<br />La baie se remplit à marée haute tout en étant protégée des vagues par un banc de sable.<br /><br />N’allez pas trop loin vers l’embouchure. spécialement par marée descendante. A cet endroit les courant et les tourbillons sont violents.<br /><br />Toute orientation de vent mais souvent irrégulier de Nord a Est pratique a marée haute;Prendre l’autoroute A16 sortie Le Touquet.<br />Une fois arrivé vers le Touquet dirigez-vous vers le yachting club.<br />A gauche de l’entrée du club se trouve un parking. Entrez dans le parking et prenez la petite route au fond à droite. Elle longe la crête sur 200 mètres puis oblique vers le Touquet à nouveau.<br /><br />Garez vous à proximité du chemin qui descend vers la crique.;241;222;160;;;;;1;50;http://www.windfinder.com/forecast/le_touquet_paris_plage;http://www.windguru.cz/fr/index.php?sc=48359&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/le-touquet-paris-plage/62520;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-le-touquet-1788-0.php;;http://www.merteo.fr/?spot=2175;http://www.meteocity.com/france/plage/berck_p62108/;http://maree.info/8;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Le Touquet base sud;;La zone de décollage se situe à gauche du chenal lorsqu'on regarde la mer au niveau de la descente pour bateaux et char à voileGrande plage de sable fin réduite lors de grandes marées.<br />Zone de navigation réduite en période estivale ( zone de bain );Autoroute A 16 sortie Etaples Le Touquet Le touquet bl Pouget base nautique sud.<br />Stationnement sur parking payant et gratuit.<br /><br />L'accés à la base en voiture est interdit.<br />Descendre depuis le parking à la plage par des escaliers;241;222;160;;;;;1;50;http://www.windfinder.com/forecast/le_touquet_paris_plage;http://www.windguru.cz/fr/index.php?sc=48359&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/le-touquet-paris-plage/62520;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-le-touquet-1788-0.php;;http://www.merteo.fr/?spot=2175;http://www.meteocity.com/france/plage/berck_p62108/;http://maree.info/8;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Berck;;Ultra flat dans les baïnes qui sont présentent au dessous de 7m (marée).<br /> En Ouest on longe la mer dans les baïnes, c'est top, mais il ne faut pas être trop nombreux => l’hiver.<br /><br /> <b>Les vagues</b> peuvent être parfois désordonnées<br /><br /><b>Profondeur d'eau</b> : pieds assez loin<br />Grande plage de sable, sans contraintes vis à vis des marées.;A16 sortie 25 direction Berck<br />Esplanade Parmentier<br /><br /><b>Depuis Paris :</b>222 km / temps de parcours 2h25 / péage 12,4€ ;230;210;154;;;;;1;50;http://www.windfinder.com/forecast/berck-sur-mer;http://www.windguru.cz/fr/index.php?sc=1061&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/berck/62600;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-berck-1789-0.php;;http://www.merteo.fr/?spot=2162;http://www.meteocity.com/france/plage/berck_p62108/;http://maree.info/8;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Fort Mahon/Quend;;les zones en face des digues protégeant les 2 villes ( Quend / Fort Mahon) sont interdites au kite quelque soit la marée<br /> vagues désordonnées<br />- profondeur d'eau : pieds pas très loin<br />- plage de sable dur<br />- le spot se situe entre les 2 villes espacées d'environ 2 km<br /><br />Mer assez loin à marée basse.<br /><br />Mise à l'eau facile, attention, il y a des vagues, rarement du clapot.;Suivre Fort Mahon;223;191;154;;;;;1;50;http://www.windfinder.com/forecast/fort_mahon_plage;http://www.windguru.cz/fr/index.php?sc=559432&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/fort-mahon-plage/80120;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-fort-mahon-plage-4883-0.php;;http://www.merteo.fr/?spot=2400;http://www.meteocity.com/france/plage/le-crotoy_p80228/;http://maree.info/150;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Le Crotoy;;Pied partout, avec du sable.<br />Navigable à partir de 8m d'eau (marée : coef >50).;Prendre l’autoroute A16 sortie 23: Abbeville nord (direction A28).<br />Ensuite la direction Le Crotoy est bien panneautée.<br />A l’entrée du Crotoy suivez la direction plage qui vous mènera au remblai.<br />Prenez le jusqu’au bout et garez vous à coté d’un petit parc.;208;178;144;;;;;1;50;http://www.windfinder.com/forecast/le_crotoy;http://www.windguru.cz/fr/index.php?sc=162&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/le-crotoy/80550;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-le-crotoy-450-0.php;;http://www.merteo.fr/?spot=2134;http://www.meteocity.com/france/plage/le-crotoy_p80228/;http://maree.info/150;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Cayeux-sur-Mer;;La prévision de Windguru pour Cayeux est en général un peu en dessous du vent effectif<br />Il semblerait que ce soit un spot dangereux (voir lien ci-dessous).;Accès en venant de l'A16, direction Cayeux sur mer, sortir juste à l'entrée du bourg de la Mollière<br />traverser la Molilière jusqu’au dernier rond-point qui a une sortie sur un immense « parking » de galets.;215;178;151;;;;;1;50;http://www.windfinder.com/forecast/cayeux-sur-mer;http://www.windguru.cz/fr/index.php?sc=87904&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/cayeux-sur-mer/80410;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-cayeux-2808-0.php;;http://www.merteo.fr/?spot=2397;http://www.meteocity.com/france/plage/le-crotoy_p80228/;http://maree.info/150;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Saint Aubin;;Spot avec grande plage, sans risque.<br />seule spot de Haute-Normandie qui fonctionne par Est<br />Le vent y est un peu plus fort que dans le Calvados ou au Havre;On peut passer par Rouen puis direction Dieppe ou continuer sur l'A13 pour prendre le pont de Brotonne en passant par Yvetot et La Chappelle sur Dun (un peu plus long mais on évite le centre ville de Rouen). Dans tout les cas on arrive à Bourg le Dun, où  l’on prend la route de Saint-Aubin Sur Mer.<br />Dans Saint-Aubin prendre a gauche dans le début du village: route de Saussemare, 2km a droite (avant une montée) parking.;198;169;142;;;A <b>marée basse</b>, le spot est idéal: plage de sable et beaucoup de place pour décoller sa voile.<br /><br />En revanche, à <b>marée haute</b>, le décollage est plus laborieux, voir <b>dangereux</b>. Il y a tres peu de place pour décoller, et l'attérissage, comme le décollage se fiat proche des falaises. Réserver au sucidaire de trés bon niveau.<br /><br /><b>Marée descendante</b>: les vagues se font plus nettes.<br /><br /><b>Pas mal de courant</b>. il va de gauche à droite à la marée descendante et s'inverse à la remontante. C'est à dire par SO, choisis une marée descendante (ou une montante par NE).;Par <b>sud-ouest</b>, le vent est side-off-shore.<br /><br />Par <b>ouest-sud-ouest</b>, orientation idéale : side shore, mais il faut un peu s'écarter de la falaise (en allant vers Saint-Aubin centre).<br /><br />Par <b>Ouest</b>, très bien aussi, mais on est alors side on sohre pour surfer et side pour sauter (les vagues ne sont pas parallèles à la plage.<br /><br />Par <b>Nord-Ouest</b> vent on-shore vagues pouvant être assez grosses, avec de gros paquet (barre pas facile à passer (il faut de la toile, du volume et un niveau certan).<br /><br />Par <b>Nord-est</b> très sympa aussi et vent on shore avec des vagues qui peuvent monter dans la journée.<br /><br />Par <b>est</b> un des seul spots de haute Normandie à fonctionner : side off shore irrégulier.;0;49;http://www.windfinder.com/forecast/saint_aubin_sur_mer;http://www.windguru.cz/fr/index.php?vs=1&sc=371294;http://www.meteofrance.com/previsions-meteo-france/saint-aubin-sur-mer/76740;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-saint-aubin-sur-mer-185-1.php;;http://www.merteo.fr/?spot=2381;http://www.meteocity.com/france/plage/dieppe_p76217/;http://maree.info/14;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Veulettes-sur-Mer;;Attention à mi-marée on ne voit pas les plateaux rocheux.<br />A marée basse avec un coef moyen <80 une baie assez grande se forme avec peu d’eau et du sable en dessous.<br />C'est spot que j'aime beaucoup, malgrès la faible fréquentation, et surtout une plage de galet à marée haute.;Dans Veulette même;202;170;140;;;;;0;49;http://www.windfinder.com/forecast/veulettes_sur_mer;http://www.windguru.cz/fr/index.php?sc=48371&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/veulettes-sur-mer/76450;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/bassin-par-defaut/previsions-meteo-veulettes-1795-0.php;;http://www.merteo.fr/?spot=2142;http://www.meteocity.com/france/plage/dieppe_p76217/;http://maree.info/15;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Antifer;;L’arrivée sur le spot est somptueuse.<br /><br />Antifer est un des meilleurs spots lorsque le vent tourne Sud-Ouest avec pas mal de houle et un wind super régulier qui arrive sideshore.<br />La plupart du temps lorsque y'a pétole sur toute la région, Antifer offre 15/20 noeuds Sud Sud-Ouest grâce a l'accélération du vent dû aux falaises.<br /><br />Le spot fonctionne de Sud-Ouest à Nord-Ouest, les autres orientations sont super irrégulières et le vent fait n'importe quoi = dévente et galère a gogo. <br />Bon spots de vagues par Sud-Ouest pour les plus forts.<br /><br />Attention par Sud Ouest, la digue du terminal pétrolier attire les kiters et les planchistes comme un aimant.;Depuis Paris : A13 direction le Havre, puis au Havre, passer a St-Adresse puis direction Etretat. 20 Kms après le Havre, faites gaffe, il faut tourner a gauche direction St-Jouin. Puis direction le"Terminal Pétrolier"<br />Garez vous tout au bout du parking a  gauche du port;211;184;138;;;;;0;49;http://www.windfinder.com/forecast/antifer;http://www.windguru.cz/fr/index.php?sc=48376&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/la-poterie-cap-d-antifer/76280;http://marine.meteoconsult.fr/meteo-marine/meteo-spots-de-glisse/manche/previsions-meteo-antifer-312-0.php;;http://www.merteo.fr/?spot=2128;http://www.meteocity.com/france/plage/le-havre_p76351/;http://maree.info/17;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
Spot Secret - Octeville;;On navigue par Nord-Est avec des tops conditions;Si vous venez du havre allez direction Etretat par la D940. Vous allez forcément tombez après 7 ou 8 Km sur le 1er giratoire d'Octeville (pas celui avec le cheval). Arrivez a celui-ci continuez vers Etretat et 400M après le giratoire (toujours sur la 940) il faut prendre la route qui part à gauche (en face se trouve un garage citroen). Continuez tout droit tout le temps (environ 1,5 Km) et vous arrivez alors sur un petit parking en haut de la falaise.<br />Déjà si vous étes arrivés là c'est pa si mal. Maintenant préparez-vous a descendre la valeuse. Vous devriez voir a gauche du parking l'entrée de la valeuse. Descendez-là et vous arrivez sur une plage avec plein de rochers et de galets (= mission impossible pour kiter). Il faut alors commencer à marcher vers la droite pour rejoindre le spot (environ 15 mn à tout casser). Le site est facile à repérer car il se cré une grande baie de sable d'environ 400 m. Normalement plus ou moins en face du spot il y'a une assez grosse cabane abandonnée.;201;186;126;;;;;0;49;http://www.windfinder.com/forecast/octeville;http://www.windguru.cz/fr/index.php?sc=71154&sty=m_spot;http://www.meteofrance.com/previsions-meteo-france/octeville-sur-mer/76930;;;;http://www.meteocity.com/france/plage/le-havre_p76351/;http://maree.info/17;top;OK;warn;KO;n;nne;ne;ene;e;ese;se;sse;s;ssw;sw;wsw;w;wnw;nw;nnw;URL1;Titre1;Commentaire1;URL2;Titre2;Commentaire2;URL3;Titre3;Commentaire3;URL4;Titre4;Commentaire4
